title,budget,worldwidegross,datecopy,date2,rate1,year,month,yearMean,logYearMeanRate
Whatever Works,15000000,35106706,19-Jun-09,19-Jun-09,2.3404469,2009,6,4.9240522,1.5941318
The Proposal,40000000,314709717,19-Jun-09,19-Jun-09,7.867743,2009,6,4.9240522,1.5941318
"Food, Inc.",1000000,4731944,12-Jun-09,12-Jun-09,4.7319441,2009,6,4.9240522,1.5941318
Moon,5000000,10676073,12-Jun-09,12-Jun-09,2.1352146,2009,6,4.9240522,1.5941318
Imagine That,55000000,16123323,12-Jun-09,12-Jun-09,0.29315132,2009,6,4.9240522,1.5941318
The Taking of Pelham 123,110000000,152364370,12-Jun-09,12-Jun-09,1.3851306,2009,6,4.9240522,1.5941318
Home,12000000,1620056,5-Jun-09,5-Jun-09,0.13500467,2009,6,4.9240522,1.5941318
Land of the Lost,100000000,69548641,5-Jun-09,5-Jun-09,0.69548643,2009,6,4.9240522,1.5941318
My Life in Ruins,17000000,20465206,5-Jun-09,5-Jun-09,1.2038356,2009,6,4.9240522,1.5941318
Away We Go,21000000,10108016,5-Jun-09,5-Jun-09,0.48133409,2009,6,4.9240522,1.5941318
The Hangover,35000000,465764086,5-Jun-09,5-Jun-09,13.307546,2009,6,4.9240522,1.5941318
Drag Me To Hell,30000000,91388487,29-May-09,29-May-09,3.046283,2009,5,4.9240522,1.5941318
Up,175000000,731542621,29-May-09,29-May-09,4.1802435,2009,5,4.9240522,1.5941318
Pontypool,1500000,31916,29-May-09,29-May-09,0.021277333,2009,5,4.9240522,1.5941318
M’‘_n som hatar kvinnor,13000000,109421911,29-May-09,29-May-09,8.4170704,2009,5,4.9240522,1.5941318
Dance Flick,25000000,32092761,22-May-09,22-May-09,1.2837105,2009,5,4.9240522,1.5941318
The Girlfriend Experience,1300000,1005840,22-May-09,22-May-09,0.77372307,2009,5,4.9240522,1.5941318
Easy Virtue,14000000,20537741,22-May-09,22-May-09,1.4669815,2009,5,4.9240522,1.5941318
Night at the Museum: Battle of the Smithsonian,150000000,402231063,22-May-09,22-May-09,2.6815405,2009,5,4.9240522,1.5941318
Terminator Salvation,200000000,365491792,21-May-09,21-May-09,1.827459,2009,5,4.9240522,1.5941318
Angels & Demons,150000000,490875846,15-May-09,15-May-09,3.2725055,2009,5,4.9240522,1.5941318
The Brothers Bloom,20000000,5531756,15-May-09,15-May-09,0.27658781,2009,5,4.9240522,1.5941318
Next Day Air,3000000,10172519,8-May-09,8-May-09,3.3908396,2009,5,4.9240522,1.5941318
Adoration,4000000,384244,8-May-09,8-May-09,0.096060999,2009,5,4.9240522,1.5941318
Julia,6000000,1365108,8-May-09,8-May-09,0.22751801,2009,5,4.9240522,1.5941318
Star Trek,140000000,385680446,8-May-09,8-May-09,2.7548604,2009,5,4.9240522,1.5941318
X-Men Origins: Wolverine,150000000,374825760,1-May-09,1-May-09,2.4988384,2009,5,4.9240522,1.5941318
Obsessed,20000000,73964713,24-Apr-09,24-Apr-09,3.6982358,2009,4,4.9240522,1.5941318
The Soloist,60000000,38389024,24-Apr-09,24-Apr-09,0.63981706,2009,4,4.9240522,1.5941318
The Informers,18000000,315000,24-Apr-09,24-Apr-09,0.0175,2009,4,4.9240522,1.5941318
Home,500000,44793168,23-Apr-09,23-Apr-09,89.586334,2009,4,4.9240522,1.5941318
Earth,15000000,109011576,22-Apr-09,22-Apr-09,7.2674384,2009,4,4.9240522,1.5941318
State of Play,60000000,88832210,17-Apr-09,17-Apr-09,1.4805368,2009,4,4.9240522,1.5941318
Sleep Dealer,2500000,108907,17-Apr-09,17-Apr-09,0.0435628,2009,4,4.9240522,1.5941318
17 Again,40000000,139474906,17-Apr-09,17-Apr-09,3.4868727,2009,4,4.9240522,1.5941318
Crank 2: High Voltage,20000000,35472739,17-Apr-09,17-Apr-09,1.7736369,2009,4,4.9240522,1.5941318
Dragonball Evolution,30000000,58228460,10-Apr-09,10-Apr-09,1.9409487,2009,4,4.9240522,1.5941318
Observe and Report,18000000,27148898,10-Apr-09,10-Apr-09,1.5082721,2009,4,4.9240522,1.5941318
Hannah Montana the Movie,30000000,169156664,10-Apr-09,10-Apr-09,5.6385555,2009,4,4.9240522,1.5941318
Fast & Furious,85000000,363064265,3-Apr-09,3-Apr-09,4.2713442,2009,4,4.9240522,1.5941318
Adventureland,9800000,17553055,3-Apr-09,3-Apr-09,1.791128,2009,4,4.9240522,1.5941318
Monsters vs. Aliens,175000000,381687380,27-Mar-09,27-Mar-09,2.1810708,2009,3,4.9240522,1.5941318
12 Rounds,20000000,17306648,27-Mar-09,27-Mar-09,0.86533242,2009,3,4.9240522,1.5941318
Super Capers,2000000,30955,20-Mar-09,20-Mar-09,0.0154775,2009,3,4.9240522,1.5941318
Knowing,50000000,186450317,20-Mar-09,20-Mar-09,3.7290063,2009,3,4.9240522,1.5941318
Duplicity,60000000,81079566,20-Mar-09,20-Mar-09,1.3513261,2009,3,4.9240522,1.5941318
"I Love You, Man",40000000,91729503,20-Mar-09,20-Mar-09,2.2932377,2009,3,4.9240522,1.5941318
Sunshine Cleaning,5000000,17329337,13-Mar-09,13-Mar-09,3.4658673,2009,3,4.9240522,1.5941318
Miss March,6000000,4713059,13-Mar-09,13-Mar-09,0.78550982,2009,3,4.9240522,1.5941318
Race to Witch Mountain,50000000,105103783,13-Mar-09,13-Mar-09,2.1020756,2009,3,4.9240522,1.5941318
The Last House on the Left,15000000,45482936,13-Mar-09,13-Mar-09,3.0321958,2009,3,4.9240522,1.5941318
Watchmen,138000000,184068357,6-Mar-09,6-Mar-09,1.3338287,2009,3,4.9240522,1.5941318
Scott Walker: 30 Century Man,500000,77121,27-Feb-09,27-Feb-09,0.15424199,2009,2,4.9240522,1.5941318
Street Fighter: The Legend of Chun-Li,50000000,12335036,27-Feb-09,27-Feb-09,0.24670072,2009,2,4.9240522,1.5941318
Fired Up,20000000,18608570,20-Feb-09,20-Feb-09,0.9304285,2009,2,4.9240522,1.5941318
Madea Goes To Jail,17500000,90508336,20-Feb-09,20-Feb-09,5.171905,2009,2,4.9240522,1.5941318
Friday the 13th,17000000,92670237,13-Feb-09,13-Feb-09,5.4511905,2009,2,4.9240522,1.5941318
Two Lovers,12000000,16349034,13-Feb-09,13-Feb-09,1.3624195,2009,2,4.9240522,1.5941318
The International,50000000,53850527,13-Feb-09,13-Feb-09,1.0770105,2009,2,4.9240522,1.5941318
Coraline,60000000,126037057,6-Feb-09,6-Feb-09,2.1006176,2009,2,4.9240522,1.5941318
Push,38000000,44411527,6-Feb-09,6-Feb-09,1.1687244,2009,2,4.9240522,1.5941318
He's Just Not That Into You,40000000,181053657,6-Feb-09,6-Feb-09,4.5263414,2009,2,4.9240522,1.5941318
New in Town,8000000,29937909,30-Jan-09,30-Jan-09,3.7422385,2009,1,4.9240522,1.5941318
Taken,25000000,226941585,30-Jan-09,30-Jan-09,9.0776634,2009,1,4.9240522,1.5941318
Entre les murs,3250000,34114067,30-Jan-09,30-Jan-09,10.496636,2009,1,4.9240522,1.5941318
Outlander,50000000,1250617,23-Jan-09,23-Jan-09,0.02501234,2009,1,4.9240522,1.5941318
Inkheart,60000000,66655938,23-Jan-09,23-Jan-09,1.1109324,2009,1,4.9240522,1.5941318
Underworld 3: Rise of the Lycans,35000000,89102315,23-Jan-09,23-Jan-09,2.5457804,2009,1,4.9240522,1.5941318
Donkey Punch,750000,814801,23-Jan-09,23-Jan-09,1.0864013,2009,1,4.9240522,1.5941318
Hotel for Dogs,75000000,118230763,16-Jan-09,16-Jan-09,1.5764102,2009,1,4.9240522,1.5941318
My Bloody Valentine,14000000,102836002,16-Jan-09,16-Jan-09,7.3454289,2009,1,4.9240522,1.5941318
Paul Blart: Mall Cop,26000000,185904750,16-Jan-09,16-Jan-09,7.1501827,2009,1,4.9240522,1.5941318
Notorious,19000000,45005151,16-Jan-09,16-Jan-09,2.3686922,2009,1,4.9240522,1.5941318
Bride Wars,30000000,115150424,9-Jan-09,9-Jan-09,3.8383474,2009,1,4.9240522,1.5941318
The Unborn,16000000,78208812,9-Jan-09,9-Jan-09,4.8880506,2009,1,4.9240522,1.5941318
Not Easily Broken,5000000,10732909,9-Jan-09,9-Jan-09,2.1465819,2009,1,4.9240522,1.5941318
Konferenz der Tiere,30000000,53048539,31-Dec-10,31-Dec-10,1.7682847,2010,12,2.8871803,1.0602803
Trance,950000,11784772,31-Dec-10,31-Dec-10,12.405024,2010,12,2.8871803,1.0602803
The Reef,10000000,15037867,31-Dec-10,31-Dec-10,1.5037867,2010,12,2.8871803,1.0602803
Sammy's avonturen: De geheime doorgang,25000000,71594792,31-Dec-10,31-Dec-10,2.8637917,2010,12,2.8871803,1.0602803
Belka i Strelka. Zvezdnye sobaki,25000000,9445081,31-Dec-10,31-Dec-10,0.37780324,2010,12,2.8871803,1.0602803
Mine Vaganti,9100000,18872126,31-Dec-10,31-Dec-10,2.0738599,2010,12,2.8871803,1.0602803
Another Year,8000000,20005613,29-Dec-10,29-Dec-10,2.5007017,2010,12,2.8871803,1.0602803
Blue Valentine,1000000,16566240,29-Dec-10,29-Dec-10,16.56624,2010,12,2.8871803,1.0602803
L'illusionniste,17000000,5631474,25-Dec-10,25-Dec-10,0.33126318,2010,12,2.8871803,1.0602803
Gulliver's Travels,112000000,232017848,25-Dec-10,25-Dec-10,2.071588,2010,12,2.8871803,1.0602803
Somewhere,7000000,17023121,22-Dec-10,22-Dec-10,2.4318745,2010,12,2.8871803,1.0602803
Little Fockers,100000000,310650574,22-Dec-10,22-Dec-10,3.1065056,2010,12,2.8871803,1.0602803
Country Strong,15000000,20601987,22-Dec-10,22-Dec-10,1.3734658,2010,12,2.8871803,1.0602803
True Grit,35000000,252084251,22-Dec-10,22-Dec-10,7.2024074,2010,12,2.8871803,1.0602803
Casino Jack,12500000,2272186,17-Dec-10,17-Dec-10,0.18177488,2010,12,2.8871803,1.0602803
Barney's Version,30000000,8845575,17-Dec-10,17-Dec-10,0.2948525,2010,12,2.8871803,1.0602803
How Do You Know?,120000000,49628177,17-Dec-10,17-Dec-10,0.41356814,2010,12,2.8871803,1.0602803
Rabbit Hole,5000000,6205034,17-Dec-10,17-Dec-10,1.2410069,2010,12,2.8871803,1.0602803
Tron: Legacy,200000000,397562763,17-Dec-10,17-Dec-10,1.9878138,2010,12,2.8871803,1.0602803
Yogi Bear,80000000,204774690,17-Dec-10,17-Dec-10,2.5596836,2010,12,2.8871803,1.0602803
The Tourist,100000000,278731369,10-Dec-10,10-Dec-10,2.7873137,2010,12,2.8871803,1.0602803
The Tempest,20000000,277943,10-Dec-10,10-Dec-10,0.01389715,2010,12,2.8871803,1.0602803
The Fighter,11000000,129262388,10-Dec-10,10-Dec-10,11.751126,2010,12,2.8871803,1.0602803
The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,418186950,10-Dec-10,10-Dec-10,2.6979804,2010,12,2.8871803,1.0602803
Black Swan,13000000,331266710,3-Dec-10,3-Dec-10,25.482054,2010,12,2.8871803,1.0602803
"I Love You, Phillip Morris",13000000,23014027,3-Dec-10,3-Dec-10,1.7703098,2010,12,2.8871803,1.0602803
The Warrior's Way,42000000,8514325,3-Dec-10,3-Dec-10,0.20272203,2010,12,2.8871803,1.0602803
All Good Things,20000000,873617,3-Dec-10,3-Dec-10,0.04368085,2010,12,2.8871803,1.0602803
The King’Ç’«s Speech,15000000,430821168,26-Nov-10,26-Nov-10,28.721411,2010,11,2.8871803,1.0602803
Love and Other Drugs,30000000,102716321,24-Nov-10,24-Nov-10,3.4238775,2010,11,2.8871803,1.0602803
The Nutcracker in 3D,90000000,20466016,24-Nov-10,24-Nov-10,0.22740018,2010,11,2.8871803,1.0602803
Tangled,260000000,586581936,24-Nov-10,24-Nov-10,2.2560844,2010,11,2.8871803,1.0602803
Faster,24000000,35792945,24-Nov-10,24-Nov-10,1.4913727,2010,11,2.8871803,1.0602803
Burlesque,55000000,89657398,24-Nov-10,24-Nov-10,1.6301345,2010,11,2.8871803,1.0602803
The Next Three Days,30000000,67255916,19-Nov-10,19-Nov-10,2.241864,2010,11,2.8871803,1.0602803
Made in Dagenham,8000000,15644196,19-Nov-10,19-Nov-10,1.9555244,2010,11,2.8871803,1.0602803
Harry Potter and the Deathly Hallows: Part I,125000000,959301070,19-Nov-10,19-Nov-10,7.6744084,2010,11,2.8871803,1.0602803
Tiny Furniture,50000,424149,12-Nov-10,12-Nov-10,8.4829798,2010,11,2.8871803,1.0602803
Skyline,10000000,78670636,12-Nov-10,12-Nov-10,7.8670635,2010,11,2.8871803,1.0602803
Unstoppable,95000000,169511609,12-Nov-10,12-Nov-10,1.7843328,2010,11,2.8871803,1.0602803
Morning Glory,40000000,59795070,10-Nov-10,10-Nov-10,1.4948767,2010,11,2.8871803,1.0602803
For Colored Girls,21000000,38017873,5-Nov-10,5-Nov-10,1.8103749,2010,11,2.8871803,1.0602803
Due Date,65000000,211739043,5-Nov-10,5-Nov-10,3.2575238,2010,11,2.8871803,1.0602803
Megamind,130000000,321887208,5-Nov-10,5-Nov-10,2.4760554,2010,11,2.8871803,1.0602803
127 Hours,18000000,60217171,5-Nov-10,5-Nov-10,3.3453984,2010,11,2.8871803,1.0602803
Four Lions,3750000,2436111,5-Nov-10,5-Nov-10,0.64962959,2010,11,2.8871803,1.0602803
Wild Target,8000000,109338,29-Oct-10,29-Oct-10,0.01366725,2010,10,2.8871803,1.0602803
Welcome to the Rileys,10000000,355919,29-Oct-10,29-Oct-10,0.0355919,2010,10,2.8871803,1.0602803
Monsters,500000,5639730,29-Oct-10,29-Oct-10,11.27946,2010,10,2.8871803,1.0602803
Saw 3D,17000000,133735284,29-Oct-10,29-Oct-10,7.8667812,2010,10,2.8871803,1.0602803
Paranormal Activity 2,3000000,177512032,20-Oct-10,20-Oct-10,59.170677,2010,10,2.8871803,1.0602803
Hereafter,50000000,105246941,15-Oct-10,15-Oct-10,2.1049387,2010,10,2.8871803,1.0602803
Jackass 3D,20000000,171685793,15-Oct-10,15-Oct-10,8.5842896,2010,10,2.8871803,1.0602803
I Want Your Money,400000,433588,15-Oct-10,15-Oct-10,1.08397,2010,10,2.8871803,1.0602803
Down Terrace,30000,9812,15-Oct-10,15-Oct-10,0.32706666,2010,10,2.8871803,1.0602803
Red,60000000,196439693,15-Oct-10,15-Oct-10,3.2739949,2010,10,2.8871803,1.0602803
Carlos,18000000,157002,15-Oct-10,15-Oct-10,0.008722333,2010,10,2.8871803,1.0602803
Conviction,12500000,10118985,15-Oct-10,15-Oct-10,0.80951881,2010,10,2.8871803,1.0602803
N-Secure,1600000,2595644,15-Oct-10,15-Oct-10,1.6222775,2010,10,2.8871803,1.0602803
I Spit on Your Grave,1750000,1278471,8-Oct-10,8-Oct-10,0.73055488,2010,10,2.8871803,1.0602803
Life as We Know It,38000000,105887837,8-Oct-10,8-Oct-10,2.7865219,2010,10,2.8871803,1.0602803
My Soul to Take,25000000,16727470,8-Oct-10,8-Oct-10,0.66909879,2010,10,2.8871803,1.0602803
It's Kind of a Funny Story,8000000,6632950,8-Oct-10,8-Oct-10,0.82911873,2010,10,2.8871803,1.0602803
Nowhere Boy,1900000,7785229,8-Oct-10,8-Oct-10,4.0974889,2010,10,2.8871803,1.0602803
Inside Job,2000000,7799257,8-Oct-10,8-Oct-10,3.8996284,2010,10,2.8871803,1.0602803
It's a Wonderful Afterlife,10000000,1642939,8-Oct-10,8-Oct-10,0.1642939,2010,10,2.8871803,1.0602803
Secretariat,35000000,60376247,8-Oct-10,8-Oct-10,1.7250357,2010,10,2.8871803,1.0602803
Stone,22000000,4065020,8-Oct-10,8-Oct-10,0.18477364,2010,10,2.8871803,1.0602803
Freakonomics,2900000,172867,1-Oct-10,1-Oct-10,0.059609309,2010,10,2.8871803,1.0602803
Case 39,27000000,28773827,1-Oct-10,1-Oct-10,1.0656973,2010,10,2.8871803,1.0602803
Chain Letter,3000000,1022453,1-Oct-10,1-Oct-10,0.34081766,2010,10,2.8871803,1.0602803
Let Me In,20000000,28270399,1-Oct-10,1-Oct-10,1.41352,2010,10,2.8871803,1.0602803
The Social Network,40000000,224922135,1-Oct-10,1-Oct-10,5.6230536,2010,10,2.8871803,1.0602803
The Virginity Hit,2000000,636706,24-Sep-10,24-Sep-10,0.318353,2010,9,2.8871803,1.0602803
Buried,1987650,21270290,24-Sep-10,24-Sep-10,10.701225,2010,9,2.8871803,1.0602803
Legend of the Guardians: The Owls of Ga'Hoole,100000000,139716717,24-Sep-10,24-Sep-10,1.3971672,2010,9,2.8871803,1.0602803
Enter the Void,16000000,1467278,24-Sep-10,24-Sep-10,0.091704875,2010,9,2.8871803,1.0602803
Wall Street 2: Money Never Sleeps,70000000,137431619,24-Sep-10,24-Sep-10,1.9633088,2010,9,2.8871803,1.0602803
You Again,20000000,32838945,24-Sep-10,24-Sep-10,1.6419473,2010,9,2.8871803,1.0602803
You Will Meet a Tall Dark Stranger,15000000,34247816,22-Sep-10,22-Sep-10,2.2831876,2010,9,2.8871803,1.0602803
The Town,37000000,152566881,17-Sep-10,17-Sep-10,4.1234293,2010,9,2.8871803,1.0602803
Alpha and Omega 3D,20000000,48958353,17-Sep-10,17-Sep-10,2.4479177,2010,9,2.8871803,1.0602803
Easy A,8000000,76200721,17-Sep-10,17-Sep-10,9.5250902,2010,9,2.8871803,1.0602803
Incendies,6800000,16038343,17-Sep-10,17-Sep-10,2.3585799,2010,9,2.8871803,1.0602803
Devil,10000000,63275649,17-Sep-10,17-Sep-10,6.3275647,2010,9,2.8871803,1.0602803
Never Let Me Go,15000000,11158796,15-Sep-10,15-Sep-10,0.74391973,2010,9,2.8871803,1.0602803
"Lovely, Still",5000000,282687,10-Sep-10,10-Sep-10,0.056537401,2010,9,2.8871803,1.0602803
Resident Evil: Afterlife,57500000,295874190,10-Sep-10,10-Sep-10,5.145638,2010,9,2.8871803,1.0602803
Bran Nue Dae,6750000,6812530,10-Sep-10,10-Sep-10,1.0092638,2010,9,2.8871803,1.0602803
16 to Life,1000000,11574,3-Sep-10,3-Sep-10,0.011574,2010,9,2.8871803,1.0602803
Going the Distance,32000000,43603990,3-Sep-10,3-Sep-10,1.3626246,2010,9,2.8871803,1.0602803
Machete,12500000,46370970,3-Sep-10,3-Sep-10,3.7096777,2010,9,2.8871803,1.0602803
San qiang pai an jing qi,12000000,310946,3-Sep-10,3-Sep-10,0.025912168,2010,9,2.8871803,1.0602803
My Dog Tulip,350000,310891,1-Sep-10,1-Sep-10,0.88826001,2010,9,2.8871803,1.0602803
The American,20000000,67950723,1-Sep-10,1-Sep-10,3.397536,2010,9,2.8871803,1.0602803
Centurion,15000000,7885048,27-Aug-10,27-Aug-10,0.52566987,2010,8,2.8871803,1.0602803
The Last Exorcism,1800000,70165900,27-Aug-10,27-Aug-10,38.981056,2010,8,2.8871803,1.0602803
Circle,2000000,10024,27-Aug-10,27-Aug-10,0.005012,2010,8,2.8871803,1.0602803
Takers,32000000,70587268,27-Aug-10,27-Aug-10,2.205852,2010,8,2.8871803,1.0602803
Mao's Last Dancer,18000000,17026609,20-Aug-10,20-Aug-10,0.94592273,2010,8,2.8871803,1.0602803
Piranha 3D,24000000,83660160,20-Aug-10,20-Aug-10,3.4858401,2010,8,2.8871803,1.0602803
The Switch,19000000,49858465,20-Aug-10,20-Aug-10,2.6241298,2010,8,2.8871803,1.0602803
Nanny McPhee and the Big Bang,35000000,97613438,20-Aug-10,20-Aug-10,2.7889555,2010,8,2.8871803,1.0602803
Lottery Ticket,17000000,24719879,20-Aug-10,20-Aug-10,1.4541105,2010,8,2.8871803,1.0602803
Soul Kitchen,4900000,23347469,20-Aug-10,20-Aug-10,4.7647896,2010,8,2.8871803,1.0602803
Vampires Suck,20000000,81424988,18-Aug-10,18-Aug-10,4.0712495,2010,8,2.8871803,1.0602803
Scott Pilgrim vs. The World,85000000,47969723,13-Aug-10,13-Aug-10,0.56434971,2010,8,2.8871803,1.0602803
The Expendables,82000000,268268174,13-Aug-10,13-Aug-10,3.2715631,2010,8,2.8871803,1.0602803
Animal Kingdom,4200000,8078683,13-Aug-10,13-Aug-10,1.923496,2010,8,2.8871803,1.0602803
Eat Pray Love,60000000,206598789,13-Aug-10,13-Aug-10,3.4433131,2010,8,2.8871803,1.0602803
Flipped,14000000,1755212,6-Aug-10,6-Aug-10,0.12537229,2010,8,2.8871803,1.0602803
Step Up 3D,30000000,165889117,6-Aug-10,6-Aug-10,5.5296373,2010,8,2.8871803,1.0602803
The Oxford Murders,10000000,17704131,6-Aug-10,6-Aug-10,1.770413,2010,8,2.8871803,1.0602803
The Other Guys,100000000,170936470,6-Aug-10,6-Aug-10,1.7093647,2010,8,2.8871803,1.0602803
Dinner for Schmucks,69000000,86796502,30-Jul-10,30-Jul-10,1.2579203,2010,7,2.8871803,1.0602803
Cats & Dogs: The Revenge of Kitty Galore,85000000,114979922,30-Jul-10,30-Jul-10,1.352705,2010,7,2.8871803,1.0602803
Charlie St. Cloud,44000000,48434366,30-Jul-10,30-Jul-10,1.1007811,2010,7,2.8871803,1.0602803
The Extra Man,7000000,492108,30-Jul-10,30-Jul-10,0.070301145,2010,7,2.8871803,1.0602803
Get Low,7000000,9696933,30-Jul-10,30-Jul-10,1.3852762,2010,7,2.8871803,1.0602803
Ramona and Beezus,15000000,27469621,23-Jul-10,23-Jul-10,1.831308,2010,7,2.8871803,1.0602803
Spoken Word,4500000,32961,23-Jul-10,23-Jul-10,0.007324667,2010,7,2.8871803,1.0602803
Life During Wartime,4500000,281447,23-Jul-10,23-Jul-10,0.06254378,2010,7,2.8871803,1.0602803
Salt,130000000,290650494,23-Jul-10,23-Jul-10,2.2357731,2010,7,2.8871803,1.0602803
Inception,160000000,832584416,16-Jul-10,16-Jul-10,5.2036524,2010,7,2.8871803,1.0602803
Standing Ovation,5600000,531806,16-Jul-10,16-Jul-10,0.094965354,2010,7,2.8871803,1.0602803
The Sorcerer's Apprentice,160000000,217986320,14-Jul-10,14-Jul-10,1.3624145,2010,7,2.8871803,1.0602803
Despicable Me,69000000,543495033,9-Jul-10,9-Jul-10,7.8767395,2010,7,2.8871803,1.0602803
The Kids Are All Right,4000000,36275469,9-Jul-10,9-Jul-10,9.0688677,2010,7,2.8871803,1.0602803
[Rec] 2,5600000,18527766,9-Jul-10,9-Jul-10,3.3085296,2010,7,2.8871803,1.0602803
Predators,40000000,127234389,9-Jul-10,9-Jul-10,3.1808598,2010,7,2.8871803,1.0602803
The Last Airbender,150000000,319542756,1-Jul-10,1-Jul-10,2.130285,2010,7,2.8871803,1.0602803
Love Ranch,25000000,146149,30-Jun-10,30-Jun-10,0.00584596,2010,6,2.8871803,1.0602803
The Twilight Saga: Eclipse,68000000,706102828,30-Jun-10,30-Jun-10,10.383865,2010,6,2.8871803,1.0602803
Les herbes folles,14000000,1903952,25-Jun-10,25-Jun-10,0.13599657,2010,6,2.8871803,1.0602803
Dogtooth,323000,1373407,25-Jun-10,25-Jun-10,4.2520342,2010,6,2.8871803,1.0602803
Grown Ups,75000000,272223430,25-Jun-10,25-Jun-10,3.6296458,2010,6,2.8871803,1.0602803
Knight and Day,117000000,258751370,23-Jun-10,23-Jun-10,2.2115502,2010,6,2.8871803,1.0602803
8: The Mormon Proposition,2500000,100280,18-Jun-10,18-Jun-10,0.040112,2010,6,2.8871803,1.0602803
The Killer Inside Me,13000000,3617277,18-Jun-10,18-Jun-10,0.27825207,2010,6,2.8871803,1.0602803
Toy Story 3,200000000,1069818229,18-Jun-10,18-Jun-10,5.3490911,2010,6,2.8871803,1.0602803
Cyrus,7000000,10055042,18-Jun-10,18-Jun-10,1.4364346,2010,6,2.8871803,1.0602803
I am Love,10000000,15132211,18-Jun-10,18-Jun-10,1.5132211,2010,6,2.8871803,1.0602803
Jonah Hex,47000000,11022696,18-Jun-10,18-Jun-10,0.23452544,2010,6,2.8871803,1.0602803
The Karate Kid,40000000,351774938,11-Jun-10,11-Jun-10,8.7943735,2010,6,2.8871803,1.0602803
Winter's Bone,2000000,16131551,11-Jun-10,11-Jun-10,8.0657759,2010,6,2.8871803,1.0602803
Jerusalema,2000000,10679,11-Jun-10,11-Jun-10,0.0053395,2010,6,2.8871803,1.0602803
The A-Team,110000000,177241171,11-Jun-10,11-Jun-10,1.6112834,2010,6,2.8871803,1.0602803
Get Him to the Greek,40000000,91276824,4-Jun-10,4-Jun-10,2.2819207,2010,6,2.8871803,1.0602803
Ondine,12000000,557545,4-Jun-10,4-Jun-10,0.046462085,2010,6,2.8871803,1.0602803
Killers,75000000,95572749,4-Jun-10,4-Jun-10,1.2743033,2010,6,2.8871803,1.0602803
Marmaduke,50000000,84023611,4-Jun-10,4-Jun-10,1.6804723,2010,6,2.8871803,1.0602803
Splice,30000000,26857459,4-Jun-10,4-Jun-10,0.89524865,2010,6,2.8871803,1.0602803
Prince of Persia: Sands of Time,200000000,314594597,28-May-10,28-May-10,1.572973,2010,5,2.8871803,1.0602803
Sea Rex 3D: Journey to a Prehistoric World,5000000,16515203,28-May-10,28-May-10,3.3030405,2010,5,2.8871803,1.0602803
Agora,70000000,38992292,28-May-10,28-May-10,0.55703276,2010,5,2.8871803,1.0602803
George A. Romero's Survival of the Dead,4200000,101740,28-May-10,28-May-10,0.02422381,2010,5,2.8871803,1.0602803
Micmacs,42000000,11756922,28-May-10,28-May-10,0.27992672,2010,5,2.8871803,1.0602803
Sex and the City 2,95000000,294680778,27-May-10,27-May-10,3.101903,2010,5,2.8871803,1.0602803
Shrek Forever After,165000000,755903876,21-May-10,21-May-10,4.5812354,2010,5,2.8871803,1.0602803
MacGruber,10000000,8629895,21-May-10,21-May-10,0.86298949,2010,5,2.8871803,1.0602803
Perrier's Bounty,6600000,828,21-May-10,21-May-10,0.000125455,2010,5,2.8871803,1.0602803
Solitary Man,12500000,4360548,21-May-10,21-May-10,0.34884384,2010,5,2.8871803,1.0602803
Kites,9200000,17155193,21-May-10,21-May-10,1.8646948,2010,5,2.8871803,1.0602803
The Living Wake,500000,12232,14-May-10,14-May-10,0.024464,2010,5,2.8871803,1.0602803
Just Wright,12000000,21851314,14-May-10,14-May-10,1.8209429,2010,5,2.8871803,1.0602803
Princess Kaiulani,9000000,883887,14-May-10,14-May-10,0.098209664,2010,5,2.8871803,1.0602803
Letters to Juliet,30000000,82148538,14-May-10,14-May-10,2.7382846,2010,5,2.8871803,1.0602803
Robin Hood,210000000,322241588,14-May-10,14-May-10,1.5344838,2010,5,2.8871803,1.0602803
Haeundae,16000000,64733391,11-May-10,11-May-10,4.0458369,2010,5,2.8871803,1.0602803
Mother and Child,7000000,5010509,7-May-10,7-May-10,0.71578699,2010,5,2.8871803,1.0602803
Iron Man 2,170000000,623256345,7-May-10,7-May-10,3.6662138,2010,5,2.8871803,1.0602803
Gunless,9900000,458054,30-Apr-10,30-Apr-10,0.046268079,2010,4,2.8871803,1.0602803
Housefull,10100000,18726300,30-Apr-10,30-Apr-10,1.8540891,2010,4,2.8871803,1.0602803
Furry Vengeance,35000000,39340177,30-Apr-10,30-Apr-10,1.1240051,2010,4,2.8871803,1.0602803
Please Give,3000000,4570178,30-Apr-10,30-Apr-10,1.5233927,2010,4,2.8871803,1.0602803
A Nightmare on Elm Street,35000000,117729621,30-Apr-10,30-Apr-10,3.3637035,2010,4,2.8871803,1.0602803
The Good Heart,3800000,340930,30-Apr-10,30-Apr-10,0.089718424,2010,4,2.8871803,1.0602803
Harry Brown,7300000,12023606,30-Apr-10,30-Apr-10,1.6470693,2010,4,2.8871803,1.0602803
The Losers,25000000,29863840,23-Apr-10,23-Apr-10,1.1945536,2010,4,2.8871803,1.0602803
The Back-up Plan,35000000,75281179,23-Apr-10,23-Apr-10,2.1508908,2010,4,2.8871803,1.0602803
